scenario,sensitivity,ai_model,annual_invites,affected_booking_base_share,weekly_payout,annual_prize_face_value,target_invites,baseline_completed_reviews,baseline_info_units,final_completion_rate,completed_reviews,additional_reviews,final_entries_per_completion,additional_info_units,expected_value_per_entry,expected_value_per_completion,guaranteed_equivalent_reward,bps_from_more_reviews,bps_from_better_reviews,total_uplift_bps,incremental_gross_bookings,incremental_revenue,incremental_ebitda,economic_cost,ranking_calls,input_tokens,output_tokens,annual_ai_cost,total_program_cost,net_incremental_ebitda_after_sweepstakes,net_incremental_ebitda,incremental_revenue_after_program_cost,revenue_to_program_cost_x,ebitda_to_program_cost_x,ai_cost_share_of_program_cost,cost_per_ranking_call,cost_per_1000_calls,payback_months_on_ebitda,layer
Moderate-rating targeted,Base,gpt-4o-mini,1000000,0.1,650,33800,351891.98199699953,58062.17702950493,110318.13635605936,0.19819625908061134,69743.67443226714,11681.497402762216,2.623316040336409,72641.56349410732,0.18474013691364943,0.4846317644595209,0.2180842940067844,0.7951199779787145,0.6607215157820496,1.4558414937607642,1220970.5855723403,137926.4231188948,40734.444995426195,22477.0,83692.40931872057,184123300.50118527,37661584.193424255,50.215445591232346,22527.21544559123,18257.444995426195,18207.229549834963,115399.20767330358,6.1226574341609625,1.808232583996451,0.002229101315806874,0.0006000000000000001,0.6000000000000001,6.636314435545839,Pilot
Moderate-rating targeted,Base,gpt-4o-mini,1000000,0.1,700,36400,351891.98199699953,58062.17702950493,110318.13635605936,0.19943511370203326,70179.61744040545,12117.440410900519,2.6541147522463486,75946.62159952587,0.19542075698871372,0.5186691140188938,0.23340110130850222,0.8247931425636708,0.6907831347247233,1.515576277288394,1271068.3564734575,143585.69651030246,42405.82423852927,24206.0,84215.54092848653,185274190.04267037,37896993.41781894,50.52932455709192,24256.52932455709,18199.82423852927,18149.29491397218,119329.16718574536,5.919465830791283,1.7482230731004866,0.002083122605093239,0.0006,0.6,6.864112586454948,Pilot
Moderate-rating targeted,Base,gpt-4o-mini,1000000,0.1,750,39000,351891.98199699953,58062.17702950493,110318.13635605936,0.200577607229193,70581.65175209643,12519.474722591498,2.683424049273862,79082.3653929888,0.2059128652767468,0.552551534738511,0.24864819063232999,0.8521582569866583,0.7193047316268749,1.5714629886135332,1317938.8646605117,148880.4035412461,43969.53442140666,25935.0,84697.98210251571,186335560.62553456,38114091.94613207,50.81878926150942,25985.81878926151,18034.534421406657,17983.715632145148,122894.5847519846,5.729294302736002,1.6920588409389208,0.0019556354823235356,0.0006,0.6,7.091951952061678,Pilot
Moderate-rating targeted,Base,gpt-4o-mini,1000000,0.1,900,46800,351891.98199699953,58062.17702950493,110318.13635605936,0.20350837109435885,71612.96405737482,13550.78702786989,2.7636952146841915,87598.26971865843,0.23646346924030123,0.653512958387043,0.2940808312741694,0.9223561938768579,0.7967623322575081,1.719118526134366,1441773.1343131089,162869.28916596985,48100.93636123957,31121.999999999996,85935.55686884977,189058225.1114695,38671000.5909824,51.56133412130986,31173.561334121307,16978.936361239572,16927.37502711826,131695.72783184855,5.224596812033144,1.543004209422497,0.0016540084582788086,0.0006,0.6,7.777036463491737,Pilot
Moderate-rating targeted,Base,gpt-4o-mini,1000000,0.1,1000,52000,351891.98199699953,58062.17702950493,110318.13635605936,0.20511482325711683,72178.2616929111,14116.084663406167,2.811817767757623,92633.98231792745,0.25621806926554175,0.7204385195814036,0.3241973338116316,0.9608340899908218,0.8425653615645755,1.8033994515553973,1512457.018035965,170854.06404035832,50459.11665452002,34580.0,86613.91403149332,190550610.8692853,38976261.31417199,51.96834841889599,34631.96834841889,15879.116654520018,15827.148306101124,136222.09569193944,4.933420541433319,1.4570097820277,0.0015005889326319098,0.0006000000000000001,0.6,8.236046283299327,Pilot
Moderate-rating targeted,Base,gpt-4o-mini,1000000,0.1,1250,65000,351891.98199699953,58062.17702950493,110318.13635605936,0.20820706689695007,73266.39743614962,15204.220406644694,2.917297252580293,103421.72359087576,0.3041079937833657,0.8871734147519177,0.399228036638363,1.0348998059149708,0.9406867733690611,1.975586579284032,1656865.196448139,187167.07252136915,55276.91248836721,43225.0,87919.67692337955,193423289.231435,39563854.6155208,52.75180615402773,43277.751806154025,12051.912488367212,11999.160682213187,143889.32071521512,4.324787326285149,1.2772593349108983,0.0012189128120681748,0.0006000000000000001,0.6000000000000001,9.395116302545654,Pilot
Moderate-rating targeted,Base,gpt-4o-mini,1000000,0.1,1500,78000,351891.98199699953,58062.17702950493,110318.13635605936,0.21033145054343136,74013.95100803195,15951.773978527017,3.0061217869943815,112176.81431072023,0.3505697534539424,1.0538553737191452,0.47423491817361535,1.0857832465492536,1.020319927351137,2.1061031739003906,1766325.5488550407,199532.214695323,58928.766805732936,51870.0,88816.74120963833,195396830.66120434,39967533.54433725,53.290044725783,51923.290044725785,7058.766805732936,7005.47676100715,147608.9246505972,3.8428268802583494,1.1349197393881003,0.0010263225747035659,0.0006,0.6,10.57343491661347,Pilot
Moderate-rating targeted,Base,gpt-4o-mini,1000000,0.1,1750,91000,351891.98199699953,58062.17702950493,110318.13635605936,0.21179482528172455,74528.90084509428,16466.72381558935,3.082046815206933,119383.42513443677,0.3961662228568051,1.2210028454483761,0.5494512804517693,1.12083413848442,1.0858686655398955,2.2067028040243155,1850695.4406510727,209063.02365326363,61743.54445660035,60514.99999999999,89434.68101411313,196756298.23104888,40245606.45635091,53.660808608467875,60568.66080860846,1228.544456600357,1174.88364799189,148494.36284465517,3.4516699042411396,1.0193975503553632,0.0008859500588601623,0.0006,0.6,11.771658658407397,Pilot
Moderate-rating targeted,Base,gpt-4o-mini,1000000,0.1,2000,104000,351891.98199699953,58062.17702950493,110318.13635605936,0.21280282261088734,74883.60702310105,16821.429993596124,3.1475541416163226,125382.07106867149,0.44123847465518945,1.3888219883414104,0.6249698947536346,1.1449777870871216,1.1404301898747744,2.285407976961896,1916703.1080386334,216519.55173737003,63945.71519539386,69160.0,89860.32842772127,197692722.54098678,40437147.79247457,53.916197056632754,69213.91619705663,-5214.284804606141,-5268.2010016627755,147305.63554031338,3.128266158512465,0.9238852344857376,0.0007789791420431947,0.0006,0.5999999999999999,12.988626240660249,Pilot
Moderate-rating targeted,Base,gpt-4o-mini,1000000,0.1,2500,130000,351891.98199699953,58062.17702950493,110318.13635605936,0.2139723134546158,75295.141474028,17232.964444523073,3.253948055762576,134688.34285172215,0.5305982128323696,1.7265390230369868,0.7769425603666441,1.1729895438231324,1.225076688422066,2.398066232245198,2011186.2069970802,227192.79484291005,67097.89317822065,86450.0,90354.1697688336,198779173.49143392,40659376.39597512,54.212501861300154,86504.2125018613,-19352.10682177935,-19406.31932364065,140688.58234104875,2.626378395595724,0.7756604128010172,0.0006267036054473494,0.0006,0.5999999999999999,15.470687690076044,Pilot
Moderate-rating targeted,Base,gpt-4o-mini,1000000,0.1,3000,156000,351891.98199699953,58062.17702950493,110318.13635605936,0.21452178369124272,75488.49564464302,17426.318615138087,3.3350699225230285,141441.27496490022,0.6196391991126833,2.066540055776968,0.9299430250996357,1.1861505075746757,1.2864989283516104,2.472649435926286,2073736.9024282983,234258.80755965633,69184.73121721749,103740.0,90586.19477357161,199289628.50185755,40763787.64810722,54.35171686414297,103794.35171686414,-34555.268782782514,-34609.620499646655,130464.45584279219,2.2569514013506264,0.6665558392420364,0.0005236481173118797,0.0006000000000000001,0.6000000000000001,18.002992837997805,Pilot
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,0,0,3518919.819969995,580621.7702950492,1103181.3635605935,0.165,580621.7702950492,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,696746.124354059,1532841473.57893,313535755.95932657,418.04767461243546,418.04767461243546,0.0,-418.04767461243546,-418.04767461243546,0.0,0.0,1.0,0.0006000000000000001,0.6000000000000001,,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,250,13000,3518919.819969995,580621.7702950492,1103181.3635605935,0.16742179907357427,589143.8870550346,8522.116759985453,1.956555364181707,49511.26893179631,0.01127794143343397,0.022065916808512366,0.009929662563830564,0.058007163438904545,0.04503366816927453,0.10304083160817908,518503.5254689893,58572.53031935331,17298.494810381104,8645.0,706972.6644660415,1555339861.8252914,318137699.00971866,424.18359867962494,9069.183598679625,8653.494810381104,8229.311211701479,49503.34672067368,6.458412676514878,1.9073927241807715,0.04677197170662434,0.0006000000000000001,0.6000000000000001,6.291310566445628,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,500,26000,3518919.819969995,580621.7702950492,1103181.3635605935,0.1696667735295327,597043.772163433,16422.001868383843,2.007128437081993,95162.16973133548,0.02169661643566956,0.04354789583649293,0.019596553126421817,0.1117790066953933,0.08655608443105321,0.1983350911264465,998026.1452501012,112741.59919991724,33296.49509830784,17290.0,716452.5265961196,1576195558.5114632,322403636.96825385,429.87151595767176,17719.87151595767,16006.495098307838,15576.623582350167,95021.72768395957,6.362438864096025,1.8790483366836268,0.024259290795113835,0.0006,0.6,6.386211448492625,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,750,39000,3518919.819969995,580621.7702950492,1103181.3635605935,0.17175691182079245,604398.8012230253,23777.030927976128,2.0529725400346575,137632.77858014288,0.031430976385161576,0.0645269314252145,0.029037119141346525,0.16184219930041815,0.1251858216021796,0.2870280209025977,1444330.7417422896,163158.20820187262,48186.2641491281,25935.0,725278.5614676303,1595612835.2287867,326375352.66043365,435.16713688057814,26370.167136880576,22251.264149128103,21816.097012247526,136788.04106499205,6.187226927875027,1.8273021895919705,0.016502251753723836,0.0006,0.5999999999999999,6.567058294107093,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,1000,52000,3518919.819969995,580621.7702950492,1103181.3635605935,0.17371006420022245,611271.7878424231,30650.017547373893,2.094973948854825,177417.10763919633,0.0406060144295513,0.08506854239673309,0.03828084407852989,0.20862429222089707,0.1613722153633794,0.3699965075842765,1861829.826094231,210320.81477120615,62115.013693248344,34580.0,733526.1454109077,1613757519.903997,330086765.43490845,440.1156872465446,35020.11568724654,27535.013693248344,27094.8980060018,175300.6990839596,6.0057144485048,1.7736952741098193,0.01256751094648222,0.0006,0.6,6.765536434110729,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,1250,65000,3518919.819969995,580621.7702950492,1103181.3635605935,0.17554096016915538,617714.5639558043,37092.79366075515,2.133784434892204,214888.35821452667,0.04931453846952859,0.1052265946001729,0.047351967570077806,0.2524780878839613,0.19545471619004404,0.4479328040740054,2254006.8287564768,254622.92314782762,75198.95914794404,43225.0,741257.4767469652,1630766448.8433235,333565864.53613436,444.75448604817916,43669.75448604818,31973.959147944042,31529.204661895863,210953.16866177943,5.830647003732887,1.7219918003424766,0.01018449705711699,0.0006000000000000001,0.6000000000000001,6.96867429775995,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,1500,78000,3518919.819969995,580621.7702950492,1103181.3635605935,0.17726192515452904,623770.5017523101,43148.7314572609,2.169898367642576,250337.2299753346,0.057627579238666404,0.12504599012117543,0.056270695554528946,0.29369880609650406,0.2276977340381724,0.5213965401346765,2623677.817888495,296382.6492741555,87532.0511578095,51870.0,748524.6021027721,1646754124.6260986,336836070.94624746,449.1147612616632,52319.11476126166,35662.0511578095,35212.93639654784,244063.53451289382,5.664901836099191,1.6730415175644437,0.008584142971665848,0.0006,0.6,7.172565578330169,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,2000,104000,3518919.819969995,580621.7702950492,1103181.3635605935,0.1804143158216877,634863.5117512632,54241.74145621399,2.2354954095396122,316053.10264355293,0.07327894190602356,0.1638147382468356,0.07371663221107602,0.3692051693817417,0.28747052651641747,0.6566756958981592,3304405.2352734553,373280.73257634963,110242.71582738298,69160.0,761836.2141015158,1676039671.0233347,342826296.34568214,457.1017284609095,69617.10172846091,41082.715827382985,40625.61409892207,303663.6308478887,5.361911417000928,1.5835579633490182,0.0065659402231914065,0.0006000000000000001,0.6,7.577872283640041,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,2500,130000,3518919.819969995,580621.7702950492,1103181.3635605935,0.1832343706133727,644787.0584511248,64165.288156075636,2.2940082162519846,375965.4462592355,0.08788850378944803,0.20161694980708747,0.09072762741318936,0.43675139193707074,0.3419646378539576,0.7787160297910283,3918514.6362290503,442653.3399744121,130730.84708131784,86450.0,773744.4701413497,1702237834.3109694,348185011.5636074,464.24668208480983,86914.2466820848,44280.84708131784,43816.60039923304,355739.0932923273,5.092989433522341,1.5041359969385173,0.005341433652217372,0.0006000000000000001,0.6,7.978002005420065,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,3000,156000,3518919.819969995,580621.7702950492,1103181.3635605935,0.1857729142790317,653719.9900700715,73098.21977502236,2.3469367819685547,431058.1262429757,0.10167904100811073,0.2386342812972241,0.10738542658375085,0.49755483303069936,0.3920749566252559,0.8896297896559553,4476634.89414456,505701.1576320312,149351.0490874418,103740.0,784463.9880840859,1725820773.7849889,353008794.63783866,470.6783928504515,104210.67839285044,45611.04908744179,45140.37069459134,401490.47923918074,4.852680794626951,1.433164541203949,0.004516604249289132,0.0006,0.6,8.373079053378783,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,4000,208000,3518919.819969995,580621.7702950492,1103181.3635605935,0.19015587685966226,669143.2839652393,88521.51367019012,2.439978910159323,529514.1371893415,0.12739668842381252,0.3108452329782409,0.13988035484020842,0.6025359726865214,0.481627000470807,1.0841629731573283,5455529.764187139,616281.6004615517,182009.2799336523,138320.0,802971.9407582871,1766538269.6682315,361337373.3412292,481.7831644549723,138801.78316445497,43689.27993365229,43207.496769197314,477479.8172970967,4.4400121267272885,1.3112892052546923,0.0034710156704841934,0.0006000000000000001,0.6,9.151299310566074,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,5000,260000,3518919.819969995,580621.7702950492,1103181.3635605935,0.19379595614281697,681952.4311009946,101330.6608059454,2.5201913704493486,615469.2683570872,0.1512814734835843,0.38125826398219115,0.17156621879198602,0.6897235004267541,0.5598086940118675,1.2495321944386215,6287670.993059033,710284.08060669,209771.4648023558,172900.0,818342.9173211935,1800354418.1066258,368254312.79453707,491.0057503927161,173391.0057503927,36871.4648023558,36380.45905196309,536893.0748562973,4.096429786151588,1.2098174521482103,0.0028317832765763517,0.0006,0.6,9.918851789327572,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,6500,338000,3518919.819969995,580621.7702950492,1103181.3635605935,0.19819625908061134,697436.7443226713,116814.97402762214,2.6233160403364093,726415.6349410734,0.18474013691364943,0.48463176445952094,0.21808429400678442,0.7951199779787145,0.6607215157820497,1.4558414937607642,7325823.513434041,827558.5387133688,244406.66997255714,224770.0,836924.0931872056,1841233005.0118523,376615841.93424255,502.15445591232333,225272.15445591233,19636.669972557138,19134.51551664481,602286.3842574565,3.673594460496577,1.0849395503978705,0.002229101315806873,0.0006,0.6,11.060524059243066,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,8000,416000,3518919.819969995,580621.7702950492,1103181.3635605935,0.20163236607884125,709528.1293422802,128906.35904723103,2.711381555266595,820620.1192808761,0.21623852757695394,0.5863051552101599,0.263837319844572,0.8774219420081739,0.74640652405078,1.623828466058954,8171137.317777977,923049.0532465518,272608.3228819772,276640.0,851433.7552107362,1873154261.4636197,383145189.8448313,510.8602531264417,277150.8602531264,-4031.6771180228097,-4542.537371149228,645898.1929934253,3.33049319205979,0.9836098745390851,0.001843256963589666,0.0006,0.6,12.199958856272303,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,10000000,0.6,10000,520000,3518919.819969995,580621.7702950492,1103181.3635605935,0.20511482325711683,721782.6169291108,141160.84663406166,2.811817767757623,926339.8231792743,0.2562180692655418,0.7204385195814037,0.3241973338116317,0.9608340899908219,0.8425653615645754,1.8033994515553973,9074742.10821579,1025124.38424215,302754.6999271201,345800.0,866139.140314933,1905506108.6928527,389762613.1417199,519.6834841889598,346319.683484189,-43045.30007287988,-43564.98355706886,678804.700757961,2.9600523248599915,0.8742058692166199,0.0015005889326319094,0.0006000000000000001,0.6,13.726743805498877,Scaled rollout
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,0,0,8797299.549924988,1451554.4257376231,2757953.4089014838,0.165,1451554.4257376231,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1741865.3108851477,3832103683.9473248,783839389.8983165,1045.1191865310886,1045.1191865310886,0.0,-1045.1191865310886,-1045.1191865310886,0.0,0.0,1.0,0.0006000000000000001,0.6000000000000001,,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,500,26000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.16695237638908828,1468730.0656666334,17175.6399290103,1.9457716345611775,99859.89169982728,0.009097865138541189,0.017702367921636444,0.0079660655647364,0.04676350632546725,0.03633158529969882,0.08309509162516607,696893.6049327803,78724.28980568233,23250.006636721468,17290.0,1762476.07879996,3877447373.359912,793114235.459982,1057.4856472799759,18347.485647279977,5960.006636721468,4902.520989441491,60376.80415840236,4.2907399585486665,1.2672039691808283,0.0576365430996671,0.0006,0.6,9.469667308379158,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,1000,52000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.16878848943754396,1484882.902161424,33328.47642380092,1.9875267285905005,193291.04797137948,0.01761968578336583,0.03501959644380564,0.015758818399712538,0.09074226197710049,0.07032423205654745,0.16106649403364792,1350816.365511995,152594.39644747804,45066.40503061469,34580.0,1781859.482593709,3920090861.7061596,801836767.167169,1069.1156895562253,35649.11568955622,10486.40503061469,9417.289341058466,116945.2807579218,4.280453904560167,1.2641661415409908,0.029989963814710665,0.0006,0.6000000000000001,9.49242319160064,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,1500,78000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.1705203295341366,1500118.4182637206,48563.992526097456,2.0259774751113,281252.71650040615,0.025664596865632355,0.05199589515758323,0.023398152820912455,0.13222346189548723,0.10232693913811033,0.23455040103359756,1967103.8483484725,222213.0499392303,65627.2022092006,51870.0,1800142.1019164647,3960312624.2162223,810063945.8624091,1080.0852611498788,52950.08526114988,13757.202209200594,12677.116948050716,169262.9646780804,4.196651409403314,1.239416365158378,0.02039817794103441,0.0006,0.6,9.681976402229113,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,2000,104000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.1721579901468509,1514525.409234882,62970.983497258974,2.0616566090325312,364477.9105953099,0.03330737792393156,0.06866837582641773,0.03090076912188798,0.17144886579283605,0.13260639555322495,0.304055261346061,2550020.2603310095,288061.95459925814,85074.66212462787,69160.0,1817430.4910818585,3998347080.380089,817843720.9868363,1090.458294649115,70250.45829464911,15914.662124627866,14824.203829978753,217811.49630460903,4.1004992934145665,1.2110193184477474,0.01552243673735825,0.0006,0.6,9.909007905324982,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,2500,130000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.17371006420022245,1528179.4696060577,76625.04386843462,2.094973948854825,443542.7690979908,0.0406060144295513,0.08506854239673309,0.03828084407852989,0.20862429222089673,0.16137221536337942,0.36999650758427616,3103049.710157049,350534.6912853432,103525.02282208047,86450.0,1833815.3635272693,4034393799.7599926,825216913.5872712,1100.2892181163616,87550.28921811636,17075.02282208047,15974.733603964109,262984.4020672268,4.003809632336528,1.1824635160732118,0.01256751094648222,0.0006,0.6,10.148304651166104,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,3000,156000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.1751839398933993,1541145.595578288,89591.16984066484,2.1262520603662156,518910.5890211696,0.04760649209088177,0.1012234018950453,0.04555053085277039,0.2439267040335163,0.18879295788353223,0.4327196619170485,3629089.9885997106,409958.60770021175,121074.96140439018,103740.0,1849374.7146939456,4068624372.32668,832218621.6122755,1109.6248288163672,104849.62482881636,17334.961404390182,16225.33657557382,305108.9828713954,3.9099673305415656,1.154748637413479,0.010583011914711242,0.0006,0.6,10.391871972136546,Full platform base
Moderate-rating targeted,Base,gpt-4o-mini,25000000,1.0,4000,208000,8797299.549924988,1451554.4257376231,2757953.4089014838,0.17792192285633637,1565232.4518658365,113678.02612821339,2.1836779522437357,660010.1863743477,0.06085494891972783,0.1328876102409284,0.059799424608417785,0.3095071342835059,0.24012860395452643,0.5496357382380324,4609630.045880906,520724.8984067119,153788.07955900146,138320.0,1878278.9422390037,4132213672.925808,845225524.0075517,1126.9673653434022,139446.96736534341,15468.07955900146,14341.112193658046,381277.93104136846,3.734214578094346,1.102842768578001,0.008081691460459011,0.0006,0.6,10.880970834557615,Full platform base
